full_text,sentimen
"Ksian neg2 jajirah araf yg idupnya mngandalakan dr penjualan bahan bakar fosil, bakal bangrut & miskin.<br><br>Indonesia makin digjaya krn kaya sumber alam yg mlimpah sd masa yg akan dtg.",Positif
"Untuk Toyota, KIA , VW  & Mobil2  China Dapat Menjadi Leader Sebagai Mobil Listrik.  Motivasi mereka juga sangat Kuat Membuat Bumi ini semakin Bersih.<br> Kita Masyarakat Luas juga Berkewajiban dan Berkomitmen dalam Diri sendiri mendukung agar Bumi yang Kita Tempati Menjadi Semakin Bersih.  <br> Semua Masyarakat Dunia untuk tidak lagi Membabat Hutan Primer di Seluruh Dunia. Green Peace Harus Fokus  Menjaga & Membuat Program mulai tahun 2030 STOP Penebanga Hutan Primer DI Seluruh Dunia yg Hukum nya di Syahkan oleh PBB. Dan Untuk Menunjukkan Dukungan PBB, Semua Kantor Pusat & Perwakilan PBB di Larang Masuk Bagi Mobil Non Listrik.",Positif
pajabat pertamina tepok jidat gak  bisa korupsi  lagi,Positif
Paling kalau saya ujung ujungnya ya konversi .,Netral
"kenapa mobil listrik kalau ada yang lebih baik, yaitu bisa terbang di hampa udara dengan gunakan bateray, caranya memutar piringan yang pinggirnya tebal, tinggal di putar dan terbang, bikinnya juga lebih mudah ketimbang mobil, juga konsumsi listriknya lebih hemat karena terbang, dan anti macet",Netral
Di balik berkembangnya mobil listrik. Israel di untungkan di sini. Krn dia adalah penjual sofware mobil listriknya.,Negatif
"Negara lain bersaing untuk menjadi produsen mobil listirk masa depan, indonesia hanya bisa melihat dan yang pasti hanya sebagai pembeli saja",Negatif
harus beljar soal kurva S yang dibuat Mark dari Facebook ke Meta,Negatif
"Probabilitas yang akan menguasai pasar adalah siapa yang lebih dulu menguasai pasar dan dikenal ( branded), jika bisa tetap berinovasi dan kompetitif dalam hal harga akan jadi pemenang, sampai saat ini Tesla masih belum bisa di geser, namun dengan harga yang mahal, tentu kompetitor yang sanggup memberikan harga yang lebih murah dengan spesifikasi yang sama, dimana kompetitor tersebut juga notabene sudah branded, misal VW or GM bisa punya peluang jadi pemenang.",Positif
"Ya jangan asal buat keputusan yg akan merugikan rakyat secara massal, banyak dari kita membeli kendaraan dengan susah payah, bahkan menabung bertahun tahun, harus ada solusi terkait , kalau ada solusi tukar mobil/ motor lama anda dengan mobil listrik bayar 30 % mungkin terlihat adil",Netral
"dok, sebenarnya sih pertanyaan siap atau tidak itu tidak tepat untuk ditanyakan pada produsen mobil tapi lebih tepat ditanyakan kepada penyedia infrastruktur listrik, apakah infrastruktur listrik di wilayah target dapat memenuhi lonjakan pengisian kendaraan listrik atau kan tidak karena apabila bisa mungkin itu akan baik baik saja tapi kalau tidak kemungkinan bukan hanya pihak pembeli kendaraan listrik itu sendiri tapi bahkan masyarakat sekitar pun kemungkinan akan terdampak.",Positif
Di mulai menaikkan harga bbm,Negatif
Pertanyaannya siapa yang diuntungkan dan di rugikan ketika sudah menggunakan listrik dan meninggalkan konvesional? Kesian orang yg baru mau buka usaha mobil bekas.,Negatif
Hyundai sekarng rakit Mobil listrik pertama.,Positif
Betul.<br>Indonesia  harus menetapkan waktu untuk menentukan.kapan motor konvensional dilarang.<br>2027 sebaiknya dilarang motor konvensional di pasarkan.<br>Buat aturan dimensi dan standarisasi battery sehingga merek apa saja bisa swab battery.<br>Sekarang masing masing pabrikan buat battery sesuai keinginannya sehingga susah untuk swab battery.,Positif
Apa ada truk besar pakai listrik,Negatif
Mungkin nanti bakal ada mobil yg langsung bisa ngecarge pas dipake...<br>Kaca atau bodynya menggunakan panel surya...,Negatif
Yg namanya suatu perubahan itu hukumnya Wajib. Dalam hal ini kita harus mencari Win - Win Solution dari Mobil Konvensional ke Mobil Listrik Tidak hanya sekedar ikut - ikutan akan tetapi juga harus memperhatikan Faktor Lingkungan setahuku di negri ini belum ada Badan Industri yg mengolah limbah padat baterainya yg sudah rusak terus dikemanakan .. ?!?! ??????,Positif
Banyak. Lu aja yg kurang mainnya,Positif
PERTANYAAN: Jadi di tahun brp yang pas untuk MEJUAL mobil konvensional agar harga jual 2nd nya msh layak??? (untuk di Indo) mendengar beberapa negara sudah mengeluarkan rncana kbijakan non-mobil konvensional..,Positif
"takutnya, bilamana kebijakan sudh dikeluarkan, mau menjual mbl konvensional, harga jualnya jadi terjun bebas...",Negatif
"intinya, setiap orang ada masa nya, setiap masa ada orangnya,.....!",Netral
Kenapa saat ini perkembangan otomotif hanya fokus di mobil listrik saja? padahal alternatif bahan bakar lain selain listrik banyak juga?,Netral
"Perusahaan mobil konvesional ttp yg akan mnguasai pasar mobil listrik di masa depan, karena konsumen sudah mngenal secara reputasi, trust , nostalgia. star  up baru sulit bersaing karena experience dan founding, klo pun ada unicorn bisa jadi akan merger atau di akuisisi oleh yg lebih besar.",Positif
"Teringat wktu kcil prtama x maen mobil2an remote control n saat yg bersamaan berita ttg kedigdayaan, kiamat minyak bumi yg notabanenya bsa habis.. Sya brtanya dlm hati wktu itu, mobil n mobilan2an bsa jln.. Napa g d pasang baterai pada mobil beneran alih2 pke bensin toh sma2 bisa jln...anyway, Mnyimak content d atas, aq rasa kedepan nya produsen mobil listrik masih harus bnyak berinovasi,ber transformasi dsb... Khusus nya dlm hal keamanannya baik hardware dan software nya dbanding dg mbil konvensional .. Dr hardware ttg keamanan baterainya yg rawan apabila terjadi kecelakaan, dan kapasitas hp untuk angkutan besar sprti truk.. Dr sisi software nya ttg keamanan dr ancaman sabotase, peretasan atau hacking khususnya mbil listrik berbasis ai..",Positif
Luar biasa penjelasan Dr. Indrawan... Mobil listrik sebagai salah satu upaya penurunan Efek Gas Rumah Kaca.....,Positif
Emang murah...batrenya klo rusak mahal...spti pelanggan Tesla ada yg komplain juga gak ditanggapi ada problem di batrenya....,Negatif
Baterai soak ngak bisa beli lagi....limbah bercun?????? solusi pindah ke sepeda,Negatif
Biarkan mereka muter2 nyari keju sampe lemes ????,Negatif
Lulusan Sekolah Tinggi Mesin nyimak ????,Positif
Kasihan mesin bensin dan solar...mobil listrik harus dihentikan,Negatif
Solar masih digunakan untul angkutan dengan tonase tinggi coba pake listrik????????,Negatif
"Cerdik melihat kedepan menguasai produksi baterai adalah komponen pokok dan esensial seperti halnya mobil bensin, menguasai bbm sangat penting.",Positif
"Semuanya akan sama siapa pun pabriknya akan cari baterai paling murah, siapa lagi kalau bukan baterai dari cina, sepeti halnya panel modul solar sel semua berasal dari cina.",Negatif
selama ini Jepang biasa nya fwd. nah kalo yg belakang kasi ban &motor listrik jok & bagasi dikasi baterai. depan tetep normal ??????,Positif
ya ga apa2 asal diganti harga belinya,Positif
Subhannallah.....edukasi nya bagus sekali nih mas Indrawan Nugroho.......Hanya saja saya melihatnya mobil listrik ini  dalam lingkup mobil listrik untuk  mengangkut orang atau keluarga yaa......Kalau Mobil listrik untuk niaga maupun juga untuk mobil listrik di dunia industri atau pertambangan  saya masih tunggu edukasinya ya mas Indrawan.,Positif
Mungkinkah karena hal ini Arab Saudi melalui pangerannya mulai membuka hal hal baru yang dulu dianggap tabu khususnya disektor pariwisata?,Netral
"Dan bahan bakar listrik yg paling murah dari batu bara, eropa dan beberapa negara terancam listrik nya kemarin2 terus arah nya akan kemana, bagaimana menjaga bumi dengan listrik nya dari batu bara",Negatif
Woow keren banget luar biasa ilmu dan penjelasan nya terimakasih sangat men ispirasi terimakasih sukses selalu untuk anda.<br><br>Sukses selalu salam hebat luar biasa.??,Positif
Terus Indonesia Kapan....????...apa tidak ada niat untuk memproduksi.....? atau hanya ingin membeli saja..?,Netral
"Berkaca pada produksi hp.  Mungkin lebih cepat dari yang direncanakan. Perkiraan saya harga mobil konvensional bertahap turun sejalan dengan muculnya mobil listrik, dan sekitar 10  th yad mobil bbm akan benar-benar drop.",Netral
Keren dok! Mungkin Toyota akan senasib dengan Nokia. Terlalu besar dan nyaman untuk mengubah haluan.,Negatif
"Arab Saudi bakal menghalangi mobil listrik, karena Saudi Aramco masih berjaya dengan minyak nya",Negatif
Alhamdulillah tahun ini sudah kebeli mobil listrik(Tamiya),Negatif
"hmmm terus bagaimana dengan mobil konvesional apakah akan di buang , bongkar dan daur ulang jadi mobil listrik atau lain nya , atau di turunkan harga nya ya ?",Netral
"Yang pasti, RRC sebagai pemain baru industri otomotif punya cost structure yg lebih menguntungkan karena pabrikasi langsung menggunakan teknologi modern. Mereka juga membangun knowledge dengan partisipasi di EV motorsport seperti Formula E. Pabrikan konvensional yg bisa mengimbangi mungkin adalah Renault-Nissan-Mitsubishi selain Volkswagen-Audi-Porsche. Lainnya akan tertatih-tatih karena kurang komitmen. Toyota akan kehilangan lebih dari 50% marketnya di tahun 2030. EV buatan RRC akan merajai Indonesia dan membuat ATPM mobil Jepang gigit jari. Kalau Nio dapat ijin pemerintah utk bangun infrastruktur ganti batere instant, bisa kelar semua tuh pemain EV yg lain mengingat batere bisa 100% produksi RI.",Positif
"Masa sih cil? Sebelum lu lahir, toyota udah jualan 15juta unit kendaraan hybrid lho.",Negatif
"Dirutnya PT. Gesits harus liat videonya nih, biar ada gambaran 5-10 tahun. Mau berinovasi ke produknya gimana kedepannya. Jangan sampai pas sudah terseok-seok baru sadar kalo belum berinovasi atau bahkan ga mikirin inovasi kedepannya",Positif
Lalu ke mana mobil mobil konvensional yang telah konsumen beli jika tergantikan oleh mobil listrik?,Netral
Yg pasti masih lama dan prasarananya juga belum siap aama sekali.,Negatif
Oooh... Mangkanya rumornya indonesia dapet 10% saja dari penambangan nikel yang dibeli china.<br>Strateginya china dan oknum seperti itu ya. Untuk menjadi pangsa pasar terbaik dari penghasil batry.<br>Sampek pemilik nikel dengan kadar terbaik diduniapun g boleh jadi produsen di tanah air ini sendiri.<br>Walhasil saya jadi rakyat kaum MLONGO LAGI dong.<br>Eh mbok ya ada bangga�nya dikit gitu kan lumayan gak sesek dada.<br>Tp yo wes lah mikir kesitu kejauhan...<br>Mending mikir lebih cintai keluarga dengan waktu yang sebaik mungkin saja.<br>Lebih bahagia.,Negatif
"mungkin yang akan memenangkannya starup baru kalau para produsen mobil konvensional tidak mau beralih memproduksi mobil listrik. Ya harus diakui era mobil listrik akan datang cepat atau lambat. Mungkin perusahaan mobil konvensional yang memiliki mobil hybrid akan sedikit lebih mudah untuk memulai era elektrifikasi dibandingkan perusahaan yang sama sekali tidak  memiliki mobil elektrifikasi.<br><br>Disamping itu, era elektrifikasi menurut saya akan memiliki 1 masalah, kalau semua mobil bertenaga listrik, bisa dibayangkan berapa banyak tenaga listrik yang dibutuhkan untuk mengisi daya kendaraan-kendaraan tersebut. Belum lagi listrik juga harus disalurkan untuk menerangi rumah-rumah penduduk. Belum lagi kalau dalam 1 keluarga memiliki lebih dari 1 kendaraan listrik, misalnya dalam 1 keluarga memiliki 2 mobil listrik dan 1 motor listrik. Tenaga listrik yang dibutuhkan akan sangat besar. Ya saran saya setiap rumah dipasangi solar panel, paling tidak solar panel untuk membantu agar listrik di rumah tetap hidup dan biaya listrik menjadi lebih ringan. Saya yakin dengan kemajuan jaman, baterai yang digunakan akan semakin awet dan proses pengisian daya akan semakin cepat dibandingkan sekarang (walau pengisian daya kendaraan listrik sekarang sudah cepat dan ada kendaraan listrik yang dapat ditukar baterainya).",Positif
"Untuk soal otomotif ini sepertinya agak sedikit sulit apabila memang zero carbon tujuannya, karena sebagaimana yang diketahui cara membuat baterai dalam mobil listrik jauh dari kata ramah lingkungan.",Negatif
"Beberapa kota besar China sudah melarang motor bensin beredar di dalam kotanya<br>Sebaiknya Indonesia memulai juga, karena jumlah kendaraan motor bensin sekitar 85%, sejumlah 100 juta<br><br>motor listrik pemisahan harga antara motor dan battery, akan membuat harga menjadi lebih murah<br>yang berikutnya pembatasan motor bensin beroperasi",Positif
Disini baru riset malah terhenti,Negatif
Sensasi mesin konvensional tidak akan tergantikan dengan mesin listrik,Negatif
"Semoga tidak hanya ramah lingkungan tapi juga ramah di kantong, mengingat belum tau seberapa lama ketahan batre dan biaya service batrenya jika ada kerusakan",Netral
"Berkaca dari Nokia aja.<br>Android/iOS mendistrupsi Symbian<br>Di bidang transportasi, Becak mendistrupsi dokar, ojek menditsrupsi becak, ojek online mendistrupsi ojek konvensional, mobil konvensional akan didistrupsi oleh mobil listrik, dan mobil listrik MUNGKIN akan didistrupsi oleh mobil bahan bakar air, begitu seterusnya.<br><br>Era industri 4.0 dan IOT semua akan mendistrupsi segala yang bersifat konvensional, <br>dan mungkin hanya salah satu trik toyota saja yang membuat kompetitornya akan berpikir, ""ah, toyota aja menolak secara agresif, tak bisa mengikuti jaman..bla bla bla..""<br>tidak mungkin perusahaan sebesar Toyota akan diam saja melihat kondisi demikian.<br><br>dan yang pasti, jaman cucu cicit kita, akan mengalami masa dimana mobil listrik kembali terdistrupsi. Entah mobil berbahan bakar gas, atau mobil layakya maglev, dll.. kita gak tau..",Netral
Memang bang mobil listrik untuk skrng yg punya cuma dikit . Jdi listrik biaya pngecasan untuk skrng jauh lebih murah  di banding bbm tapi ktika smua orng punya mobil listrik tarif listik akan di naikan krna pemakain listrik pasti lebih banayk nah untuk mengimbangi itu prusahaan listrik  pasti membuat jumlah pembangkit listrik smakin bnyak untuk  memenuhi kebutuhan listrik yg bertambah smakin banyak . Jadi pasti haga listrik akan naik juga ujung2nya .,Negatif
Selain nemambah jumblah pembangkit prushaan juga membangun stasiun pngecasan juga yg jumblahnya smakin bnyak juga.,Negatif
"Kalo menurut saya, jika mobil listrik diproduksi dengan serius oleh mobil konfensional maka potensi untuk maju mereka lebih menguasai.. karna secara pasar dan brand mereka sudah terbentuk tinggal bagaimana produk mereka dapat memuaskan konsumennya. Klo perlu start up yang kecil yg mulai berkembang ngerjain mobil listrik akuisisi aja biar nga usah repot bangun bisnis baru",Positif
Nanti harga baterai mahal sambat trus di ledakin pakai petasan,Negatif
"Hi Dr. Indrawan, bantu bahas manusia conventional perlu di eliminasi jg dong..",Negatif
Yang menang yang kuasai nikel Indonesia gudangnya tambang nikel.. yg sekarang sedang diekplorasi china,Negatif
Jadi ingat Pak Dahlan iskan yg sudah berbicara ttg masa depan mobil listrik sekian tahun yg lalu,Netral
"Salam inovatif bang. Saya suka penjelasannya bang.<br>Izin ikut meramaikan kolom komentar,<br><br>Toyota yang sdh punya panggung dan citra positifnya masih tinggi, masih punya peluang besar meskipun tesla telah memulai duluan dalam mobil listrik. Karena sistem manajemen toyota yang sdh dibangun, bisa diadaptasikan ke bisnis apapun. <br>Menurut saya, Toyota masih menunggu antusiame pasar dan sarana prasana pendukung di lapangan untuk mobil listrik. Harga mobil listrik yang mahal saat ini juga dipengaruhi oleh bahan baku baterai yang belum diproduksi masif.<br>Apalagi toyota masih memiliki kontrak produksi jangka panjang untuk mobil konvensional. <br>Toyota saat ini melihat peluang, dan mengamati trend permintaan mobil konvensional dari tahun ketahun sebelum mengambil keputusan untuk memproduksi mobil listrik.",Positif
sudah waktunya mobil bensin diganti mobil listrik<br>biar bumi sehat kembali<br>sudah saatnya juga panel tenaga surya menggantikan listrik PLN <br>era selanjutnya mobil listrik akan di charge pake panel listrik tenaga matahari<br>era selanjutnya lagi semua kebutuhan listrik akan di suply sama panel tenaga surya<br>damai dah idup,Positif
"di kata toyota honda baru kemarin sore, kalau mau bikin jg sdh bisa bikin, scra mereka punya tek. hybrid sejak lama, bukti mereka bs kalau serius. jgn samakan nokia dgn mobil, otomotif jauh lbh kompleks, mslh di industri otomotif meliputi berbagai aspek, bahkan sampai kepolitik jg ada. toyota honda mgkin sdh mempertimbangkan dr segi untung rugi biaya maintenance, dll. paling solusi hybrid atau hydrogen electric. kalau pakai isu pencemaran yah semuanya menimbulkan efek pencemaran. jalan tengahnya hidup berdampingan.<br>kalau dibilang mobil listrik tdk ada maintenance gk mungkin, sesuatu yg bergerak pasti ada perawatan nya, mobil listrik jg pakai sasis, pasti ada tirod, rack steer, bearing, ada radiator pendigin, kompresor ac yg pasti jg bakalan rusak hitungan tahunan, kalau dibilang utk wktu yg lama tp cost nya sekali keluar gede yah ga worth it. untuk mobil konvensional jg cm pergantian oli yg msh terjangkau, kalau punya mobil ganti oli aja ngeluh ga usah punya mobil.<br>ada berita pemilik tesla meledakan mobil tesla nya krn kecewa biaya ganti baterai yg mahal dan inden 1 bln.",Negatif
"trus skr hyudai dah bangun pabrik mobil listrik disini, gmn tanggapan anda",Netral
"Persiapkan diri anda yg memiliki bengkel mobil,siap2 untuk bertransformasi ??",Negatif
"Kalau melihat daya beli masyarakat, lebih baik tetap bertahan di mobil konvensional /ICE daripada hybrid/listrik/hidrogen.",Negatif
Mobil listrik tidak akan berpengaruh signifikan terhadap pencegahan global warming jika sumber energi listriknya berasal dari pembakaran batubara.,Negatif
Dengan menonton saja secara tidak sengaja kita mendapatkan informasi dan ilmu yang dapat kita ambil supaya pikiran kita lebih maju dibanding era dulu......,Positif
"Menarik melihat kiprah Hyundai membangun mobil listriknya di Indonesia.<br>Saya harap gerak mereka lebih intens lagi ntuk merebut pasar otomotif dlm negeri. <br>Edukasi ke masyarakat kita yg masih tlalu nyaman dg mobil konvensional, mungkin Krn tdk tlalu paham dg dampak lingkungan / Krn hal lain.<br>Juga perlu pendekatan ke pemerintahan agar kebijakan lebih menguntungkan mobil listrik drpd memberi subsidi mobil.<br>Sepertinya saya tidak bisa berharap banyak memodernisasi transport di negara ini, tp sepertinya Gubernur Jakarta skrg punya visi kesana. Smg bs menulari visi modern nya ke yg lain.",Positif
"@RYE disini tugas kita smw gan, pemerintah ga bisa hanya mengandalkan PLN, perlu swasta jg. Setiap rumah juga bisa menerapkan mandiri energi, tenaga solar, dll",Positif
"cuma satu gan yang mau saya tanyakan, mampu nggak sih infrastruktur listrik indonesia menahan lonjakan arus pengisian apabila 50% masyarakat indonesia menggunakan kendaraan listrik ?",Netral
"Disaat ricky elson membawa ide cemerlangnya ke indonesia, dan dibantah oleh aparat negerinya sendiri karena takut lahan korup mereka berkurang. Disitu saya merasa bodoh ??",Positif
Coba pemerintah kita bisa conto cina. Maju indonesia. Ini mentinggin utang. Yg lain cari tender yg bisa buat masuk kantong pribadi.,Negatif
"Kaga ngebayang semua mobil listrik,..polusinya berpindah semua dan entah sampai kpn itu bertahan,...dan ga ngebayang juga jika perjalanan keluar kota,....kalau utk mengurangi polusi itu menurut saya ga akan mengurangi, bahan bakar Pembangkit listrik akan lebih cepat terkuras karena naiknya pasokan listriknya",Negatif
Inget kisah mobil listrik karya anak bangsa (jaman pak Dahlan Iskan). Regulasi (saat itu) di Indonesia ternyata menghambatnya (?).,Negatif
Mreka sudah menganalisis kmungkinan nya.. Dan hasil nya brtahap.. Intinya dri smua prushan an mobil saat ini bsar kmungkinan brtahap mnekan konsumsi bahan bakar.. <br>Gk akan di hilangkan tpi mnekan penggunaan mlebihi kapasity.. <br>Ya kan mnciptkan listrik pun sbgian bsar dngan bhan bakar minyak bumi.. !!,Netral
"Mobil listrik low cost maintenance...tidak butuh oli engine,sedikit oli transmisi dan system brake retarding...yg akan memanfaatkan putaran motor menjadi generator dan untuk self charging battery",Positif
Waduh..gimana dong pom bensin di negara kita ??,Netral
"keren ulasannya , menurut saya selama negara belum mampu bertranformasi di insfratruktur pendukung kendaraan listrik mungkin yang akan akan di jual d indonesia sekelas mobil hybrid seperti nissan leaf atau kick, karena motornya listrik tapi chargernya bermesin bensin tidak terlalu terlalu berpolusi.",Positif
Fenomena ini mirip saat Nokia yg saat itu jadi leader produk handphone merasa gamang untuk mengikuti arus smartphone andriod yg mulai masif. Kegamangan Nokia ahirnya membuatnya tertinggal dari Samsung yg lebih dulu melihat peluang masa depan,Netral
Formula E pak Anis? Gmn pak kelanjutan nya.. ??,Negatif
Bumi rusak listrik naik ???? di daerah banyak yg blm da listrik,Negatif
"Kalau mobil ngelarang memproduksi yang pakai bensin, berarti motor masih bertahan",Netral
apakah toyota bakal sama nasib nya kaya nokia :(,Netral
"pemenangnya jelas para pemain baru, karena mereka sudah lebih dulu fokus dalam memperkenalkan dan mendekatkan diri pada calon calon konsumen mereka. mereka juga sudah lebih dulu mendapat kepercayaan dari konsumen. mereka juga sudah lebih dulu memiliki brand yang kuat akan mobil listrik. tetapi pemain lama bukan berarti tidak bisa memenangkan pasar. hanya saja pemain lama butuh cepat dalam menyamai atau melebihi keunggulan teknologi dari pemain baru.<br>kalau melihat perubahan mobil konvensional ke mobil listrik, jadi ingat akan kejadian nokia dan blackberry pada fenomena smartphone.",Positif
"Blm punya mobil konvensional, udah mau ada mobil listrik, nabung buat mobil konvensional atau buat mobil listrik ya untuk jangka 5 tahun ini",Netral
Jadi ingat pak Dahlan Iskan yg tdak lolos uji emisi,Netral
UNTUK NEGARA MAJU SIH SAH SAH SAJA .UNTUK NEGARA MISKIN DAN BERKEMBANG .LISTRIK AJA MASIH MATI2 AN TRUS ?? MUNGKIN KHUSUS INDONESIA AGAK MUNDUR 15-20 TH BARU READY .tapi kalau bagun pabrik batere nya indonesia potensial sekali,Negatif
"kayak di negaraku yaaaaa, seperti selo sangat didukung penuh pemerintah karena gak lulus emisi jadi tolak dan diterima di negara tetangga",Negatif
"yang memungkinkan untuk memenangkan transformasi industri otomotif menurut Saya, yang terus berinovasi.. baik perusahaan lama maupun startup..<br><br>Saya senang dengan kebijakan carbon netral karena beberapa hal ini: <br>langit biru setiap saat, atmosfir dan outdoor tanpa asap, <br>lingkungan tanpa kebisingan (terutama suara bising knalpot), <br>Saya yakin driver dan pengguna kendaraan akan lebih sehat, stress berkurang karena jalan lebih tenang, senyap minim suara dan getaran mesin konvensional,<br>akibatnya manusia bisa lebih ramah dampak dari suasana tenang saat berkendara,<br>bayangan Saya kehidupan lebih fresh karena bebas polusi (asap, suara bising)<br>hidup rasanya lebih happy akibat kesehatan meningkat.<br>Semoga banyak yang mendukung yah ^^",Positif
Bikin mobil listrik gampang cuma banyak halangan dari raja minyak pasti nggak terima,Negatif
"Kendala besar lain yang menanti adalah bagaimana memberdayakan atau mengkonversi mobil atau segala mesin berbahan bakar fosil dengan teknologi tertentu supaya tetap bisa dipakai dengan elektrik. selama costnya terjangkau dan benefitnya dinilai valuable bagi konsumen mungkin bisa diterima, tetapi kemungkinannya kecil. Meskipun ini bisa menjadi lahan kreatifitas industri kecil untuk membuat terobosan supaya tidak bertambah limbah mesin fosil karena tidk bisa dipakai dengan elektrik. lebih baik lagi jika mulai sekarang pabrikan mobil motor atau mesin2 mulai memproduksi mesin berbahan bakar fosil dengan mempertimbangkan space yang bisa dilakukan untuk pemasangan piranti tenaga listrik, sehingga saat era mesin listrik datang tinggal switch ke piranti baterai atau listrik yang compatible",Positif
"Klo untuk merubah kendaraan ber-emisi ke kendaraan zero emisi tidak selalu ke mobil listrik karena mobil/kendaraan listrik masih banyak kelemahan, maka itu dibutuhkan kendaraan hidrogen sebagai kendaraan yang ramah lingkungan dibandingkan kendaraan basis listrik karena kendaraan hidrogen akan banyak digunakan pada kendaraan pribadi, kendaraan angkutan yang lebih berat seperti truk dan bus, dan kendaraan terbang seperti pesawat. Klo kendaraan listrik digunakan pada kendaraan yang lebih berat dan pesawat maka lebih banyak material baterai dan pengecasan pun juga lebih lama.",Negatif
"Nanti kendaraan konvensional kl sudah beralih ke listrik ditampung kemana ya, bisa jadi PR untuk sampah kendaraan konvensional nih. Semoga kelak kl beralih ada solusi juga nih untuk ini. ??",Negatif
Kalau hubungannya mobil dan software utk mobil listrik sepertinya tesla dan neo ya,Netral
Cara mengisi listrik jgan sampai lama,Negatif
"yah, ini kan emg bisa dikatakan &#39;global plan&#39; yah dimana reduksi emisi karbon (polusi) ini salah satu caranya adalah mengurangi/membatasi kendaraan konvensional (basis fosil) dengan elektrik. namun, informasi/berita yg disampaikan secara global itu minim akan dampak negatif dari kendaraan listrik tersebut. emg ada dampak negatif?yah ada, masa umur batere listrik kan terbatas dan tentunya akan habis. lalu setelah itu diapakan?bukannya kandungan karbon dalam batere itu juga berbahaya dan dalam skala besar nantinya juga akan sangat berisiko?tapi gini, menurut pandangan saya shifting kendaraan konvensional ke kendaraan listrik ini yah mungkin sekali akan terjadi, dan kalau dibilang apakah perusahaan kendaraan konvensional sudah siap atau belum ke arah electricity saya yakin mereka sudah siap juga namun masih memanfaatkan momentum untuk menjual kendaraan konvensional karena masih menguntungkan. yg jadi pertanyaannya mungkin apakah infrastrukturnya sudah siap secara menyeluruh dan merata? belum lagi bila ada kegagalan sistem (software) dari kendaraan listrik itu sendiri, apakah konsumen pada nantinya akan sudah dibekali manual/petunjuk yg jelas dan mudah untuk mengatasi kegagalan sistem (software) tersebut bila terjadi?<br>kalau saya sih, yah lebih baik tetap jual kendaraan konvensional  sembari menunggu infrastruktur siap secara merata.<br>CMIIW",Netral
"Pertanyaan terakhirnya, limbah tambang lithium mencemarkan dan menggunakan lebih banyak air bersih dalam pembuatan battery nya",Negatif
"Ketika semua terhubung dengan internet, akan terjadi pengawasan total terhadap warga negara oleh pihak swasta. Dalam hal ini negara tidak punya kedaulatan, seharusnya Indonesia harus memiliki jaringan internet dunia sendiri",Negatif
"Pertanyaan terbesarnya, keamanan data internet di perangkat lunak mobil listrik, bagaimana ? ini bahaya loh untuk tingkat keamanan dan keselamatan",Negatif
"supercar2 kaya gimana , kalau dalam alasan karena pencemaran udara bulshit kalo banyak factory yg masih menyebarkan kimia",Negatif
.listrik hidrogen lbh oke drpd listrik batre,Netral
"Menurut saya, problem mobil listrik adalah masalah lifetime baterai, apalagi untuk skala mobil, jarak tempuh harus lebih jauh daripada sepeda listrik. Artinya kapasitas baterai, harga baterai akan jauh lebih mahal untuk mobil listrik, untuk dilakukan penggantian secara berkala. Dan siap2 pemilik mobil merogoh kocek tabungan besar , untuk beli baterai tiap beberapa tahun.<br><br>Walaupun sudah ada sistem swap baterai, biaya dan ""ketergantungan"" dengan swap baterai apakah worth it ?",Negatif
Ada peluang 10thn lalu sy analisa bs membuka toko aki atau battrey spt pom bensin atau pom battrey..atau jasa sewa beli battrey listrik untuk mobil motor mainan termasuk battey untuk drone dll<br>Idealnya buka di kota2 besar yg mgkin 10 atau 30thn ke dpn akan byak mobil motor dll yg pasti banyak pemakainya dan membutuhkan ganti battrey cas batrey servis dynamonya dll..mahal mmg modalnya tp jelas BEP dan cpt mencapai laba besar klo buka usaha di kota2 besar..,Netral
GANTI BECAK AJA..PALING HEMAT DAN BEBAS PAJAK,Negatif
"Mobil konvensional mahal harganya, syukurlah beberapa negara Eropa sdh melarang produksi Mobil konvensional, demi menjaga lingkungan, baterai kan ada yg super canggih,mudah mudahan murah harganya ,karena org kecil nggak bisa beli Mobil ,mungkin nanti tiap bengkel Bisa merakit mobil listrik,sesuai kemampuan pembel,nya, ,",Positif
"Ngapain punya mobil listrik, kalau sumber listriknya dari batu bara",Negatif
Kalau memang buat mobil listrik sekalian motor listrik juga!!,Positif
"dah ada produk lokal, namanya gesits",Positif
"Selain kendaraan bermotor ,pesawat komersil, tempur,tank baja  kapal laut, lokomotif jenis apapun yg masih minum bbm fosil hrs di stop total kalo smua beralih ke energi ramah lingkungan. Koruptor jg hrs di tiadakan krn merusak smua aspek kehidupan??",Positif
"Mantap bro, Ayu kita nanti bareng beli teslanya",Negatif
Akankah toyota menjadi blackberry dan nokia di industri otomotif?,Negatif
"Amerika udh duluan dengan kecanggihan teslanya, china juga sama dgn mobil listriknya yg canggih dan fleksible bisa opsi ganti baterenya...saya kira nantinya yg punya teknologi menkonversi mobil konvensional eksisting menjadi mobil listrik inilah yg bakalan juara krna tidak perlu beli mobil listrik baru cukup memodif/mengupgrade mobil konvensionalnya jadi listrik",Positif
"Mobil bensin aja belum kebeli,, ini lagi mobil listrik..????",Negatif
Mobil listrik itu tidak menguntungkan sekali.banyk kelemahan d8bandingkan dengan mobil bensin jarak tempuhnya tidak sejauh mobil bensin,Negatif
